HARPNUM,NOAA,Number,Class,Peak,Time,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,Class Value
3813,11996,3.5,2014.03.10 03:50,2.38E+22,104.245,-0.00362696,4319.273,18.826,1688.163,52.989,-0.01011469,38.503,108.726,-0.28699887,3.62E+13,5.55E+12,2.14E+23,31.668,844.473083,4.347,135.111,0
3813,11996,2.5,2014.03.11 11:05,3.54E+22,89.631,-0.00668087,6626.975,20.445,2336.209,47.225,-0.01428929,37.112,97.64,-0.21937062,3.89E+13,1.11E+13,4.18E+23,31.066,1017.505493,4.514,317.355,0
3813,11996,9.3,2014.03.11 22:34,3.82E+22,70.786,-0.00720731,5647.585,19.567,2199.255,39.914,-0.01735862,37.161,78.195,-0.01767576,3.69E+13,1.19E+13,4.08E+23,29.54,932.753845,4.36,392.402,0
3856,12010,1.7,2014.03.19 03:56,2.64E+22,109.826,0.01052175,3982.09,11.891,1960.736,52.91,0.03035102,34.366,114.165,0.21668899,3.83E+13,2.08E+13,2.13E+23,27.641,1284.223633,4.42,423.921,0
3894,12017,2,2014.03.27 19:18,1.08E+22,118.442,0.00237612,6342.31,32.085,892.25,71.547,0.00617115,50.166,117.588,0.06705087,1.87E+13,2.31E+12,1.51E+23,37.8,764.783936,3.506,42.64,0
3894,12017,2.6,2014.03.27 23:51,1.08E+22,121.958,0.00328595,6353.502,31.046,965.209,71.369,0.00843873,48.68,122.93,0.09098559,2.09E+13,3.68E+12,1.49E+23,36.94,751.767944,3.586,58.181,0
3894,12017,2.1,2014.03.29 11:55,1.27E+22,118.281,0.01454859,7014.868,25.095,1218.948,65.183,0.0397124,42.859,123.86,0.1784803,2.43E+13,1.41E+13,1.87E+23,34.688,820.385559,4.459,291.787,0
3879,12014,1.4,2014.03.30 08:07,3.38E+22,77.984,-7.79E-05,4841.841,14.427,1427.553,33.834,-0.00020421,33.038,81.414,-0.11113963,2.79E+13,2.92E+12,3.21E+23,27.646,848.131287,4.231,3.896,0
4000,12035,1,2014.04.15 19:59,4.31E+22,106.102,0.01149601,5450.434,24.044,3266.805,53.283,0.03308992,41.072,108.024,0.1651255,6.85E+13,3.15E+13,5.06E+23,33.873,2009.171265,4.504,803.238,0
4097,12056,5.2,2014.05.07 10:07,7.83E+22,70.105,0.00160211,10372.03,31.43,4585.568,39.099,0.00339722,43.169,78.205,-0.04270892,8.53E+13,2.57E+12,1.55E+24,35.649,2276.028564,4.784,179.912,0
4138,12065,1.3,2014.05.23 18:35,2.16E+22,117.018,0.00146038,2712.057,10.849,1476.36,51.17,0.00482862,33.214,116.601,0.17710808,3.02E+13,7.37E+12,1.26E+23,26.869,897.055176,3.917,50.897,0
4186,12077,1.3,2014.06.02 04:09,1.24E+22,102.482,0.01018051,6196.122,22.046,840.824,50.767,0.02643424,40.021,104.348,-0.0390233,1.72E+13,1.07E+13,1.54E+23,33.732,431.053467,3.423,190.07,0
4197,12080,1.4,2014.06.05 19:31,2.18E+22,108.492,0.00765989,5374.442,18.717,1632.29,52.067,0.02044057,37.343,112.532,-0.01051803,3.34E+13,7.70E+12,2.37E+23,31.144,922.061157,4.503,254.508,0
4197,12080,1.8,2014.06.10 05:34,6.07E+22,95.621,0.00356383,11612.76,48.069,4832.572,59.997,0.0080591,53.44,100.883,0.14202335,1.02E+14,2.27E+13,1.50E+24,46.01,3078.03418,4.87,347.01,0
4197,12085,1.8,2014.06.11 09:37,6.82E+22,95.811,0.00602548,10660.24,37.407,4760.954,53.914,0.01211872,46.853,101.826,-0.11301165,9.61E+13,2.68E+13,1.39E+24,40.341,3007.746094,4.838,590.087,0
4231,12089,1.1,2014.06.11 20:03,3.57E+21,144.564,0.02487393,6385.363,24.915,539.639,91.622,0.05967132,46.563,155.292,0.16572794,9.62E+12,7.87E+12,4.51E+22,34.806,182.561783,3.962,132.28,0
4197,12085,1.1,2014.06.14 11:39,6.39E+22,66.171,0.00140382,6461.367,17.701,2774.578,31.902,0.00332038,34.208,74.635,0.00781576,4.66E+13,4.43E+12,7.55E+23,28.043,2981.719482,0,123.484,0
4225,12087,1,2014.06.15 00:01,2.25E+22,103.963,0.0205896,5234.319,21.038,1660.857,47.805,0.06245822,38.719,104.121,0.68382019,3.30E+13,2.76E+13,2.57E+23,32.494,1113.182495,3.409,761.465,0
4344,12113,1.2,2014.07.08 00:26,1.15E+22,90.02,0.00361106,4247.908,16.639,688.069,43.033,0.00875346,35.06,94.182,-0.2272062,1.22E+13,3.21E+12,9.23E+22,27.871,273.216003,3.718,59.073,0
4294,12106,1.5,2014.07.09 22:34,3.09E+22,96.022,0.00072036,2702.874,7.835,1519.767,38.195,0.00221896,29.435,96.234,-0.19873719,3.24E+13,5.05E+12,1.68E+23,24.88,816.385925,3.802,33.688,0
4396,12130,2.5,2014.07.30 11:14,5.02E+22,82.184,0.00077386,7115.601,25.12,3154.689,43.037,0.00189507,39.885,89.425,-0.21731082,6.08E+13,8.64E+12,6.93E+23,32.984,1605.37854,0,56.72,0
4639,12182,1.3,2014.10.08 01:43,2.07E+22,129.642,-0.0007375,2533.339,9.684,1482.138,54.971,-0.00260884,33.06,128.898,0.27430376,3.27E+13,4.90E+12,1.14E+23,26.127,1436.934448,3.601,25.062,0
4639,12182,1.4,2014.10.08 01:58,2.07E+22,130.207,-0.00039486,2526.891,9.081,1449.528,55.105,-0.00139275,32.767,129.389,0.23340753,3.21E+13,4.15E+12,1.13E+23,25.929,1449.483643,3.722,13.353,0
4639,12182,1.2,2014.10.08 06:59,1.98E+22,131.99,0.00182063,2817.82,10.058,1480.744,57.227,0.00600547,33.377,132.065,0.20769942,3.17E+13,3.45E+12,1.18E+23,26.288,1452.218872,3.774,57.494,0
4698,12192,3.9,2014.10.19 09:11,1.25E+23,80.176,-0.00506511,14303.42,33.775,8233.463,44.841,-0.00927889,43.821,92.394,-0.04389242,1.41E+14,3.01E+13,3.10E+24,38.74,4227.217285,4.997,827.594,0
4698,12192,4.5,2014.10.19 16:37,1.37E+23,83.98,-0.00476762,13384.34,33.384,9268.647,46.563,-0.0092371,44.162,94.719,0.03880415,1.70E+14,3.75E+13,3.37E+24,39.135,4440.582031,5.131,902.948,0
4698,12192,1.4,2014.10.19 19:02,1.33E+23,87.175,-0.0055913,14534.96,34.49,9673.208,47.704,-0.01002849,44.528,98.404,0.04313257,1.63E+14,3.21E+13,3.44E+24,39.42,4576.804688,5.187,996.022,0
4698,12192,1.7,2014.10.19 20:04,1.31E+23,88.327,-0.00550902,15457.57,35.428,10058.913,49.464,-0.00954467,44.94,101.012,0.01150371,1.66E+14,2.87E+13,3.51E+24,39.914,4645.686523,5.199,941.74,0
4698,12192,1.2,2014.10.19 22:55,1.39E+23,88.309,-0.00531158,14794.81,34.643,10679.933,48.996,-0.00971546,44.381,101.141,0.04642599,1.79E+14,2.90E+13,3.69E+24,39.577,4735.427734,5.166,998.748,0
4698,12192,8.7,2014.10.21 01:59,1.38E+23,95.271,-0.00596269,17310.74,41.447,12354.98,55.462,-0.01065686,48.51,109.576,0.07297926,2.11E+14,2.14E+13,4.39E+24,43.553,5533.27832,5.35,1137.754,0
4698,12192,2.7,2014.10.21 05:17,1.32E+23,97.22,-0.00602499,18254.02,43.699,11889.348,58.911,-0.00992013,49.681,110.793,0.02850861,2.04E+14,2.28E+13,4.27E+24,44.433,5655.849121,5.363,1062.146,0
4698,12192,16,2014.10.21 14:28,1.29E+23,95.14,-0.00618713,18761.59,46.814,11688.285,59.802,-0.01072704,51.38,109.813,0.10008512,2.13E+14,2.61E+13,4.38E+24,46.038,5950.770996,5.382,1088.422,0
4698,12192,1.1,2014.10.22 09:50,1.32E+23,95.75,-0.00358483,20200.48,50.353,11448.595,60.74,-0.00620174,53.215,109.191,0.12510623,2.16E+14,1.19E+13,4.90E+24,47.543,6501.41748,5.398,655.189,0
4698,12192,31,2014.10.23 21:41,1.42E+23,95.081,-0.00287493,19356.54,53.128,11477.119,59.935,-0.00512563,54.666,104.974,0.0581721,2.21E+14,6.21E+12,5.28E+24,49.2,6846.543945,5.417,590.085,0
4698,12192,10,2014.10.24 17:08,1.50E+23,96.008,-0.00348048,18389.8,50.852,12280.969,58.114,-0.00587998,53.155,105.777,0.02138764,2.27E+14,1.18E+13,5.15E+24,47.855,7044.97998,5.359,734.111,0
4698,12192,20,2014.10.25 10:56,1.64E+23,92.418,-0.00207693,16178.9,44.031,12732.282,53.888,-0.00395699,49.566,102.635,0.12099912,2.38E+14,2.57E+13,5.15E+24,44.603,7142.945801,5.459,497.723,0
4698,12192,1,2014.10.25 17:17,1.70E+23,97.407,-0.00191454,17386.12,41.615,13597.732,55.521,-0.00314168,47.911,108.259,0.019674,2.33E+14,3.93E+13,5.19E+24,43.145,7112.023438,5.475,430.566,0
4698,12192,1.9,2014.10.25 18:49,1.77E+23,94.295,-0.00188722,15921.77,40.337,13236.691,52.707,-0.00339547,47.286,104.449,0.0936707,2.40E+14,3.70E+13,5.22E+24,42.619,7067.698242,5.451,466.287,0
4698,12192,2.4,2014.10.25 20:21,1.75E+23,95.998,-0.00299593,16253.26,40.691,13129.162,54.482,-0.00516933,47.364,105.102,0.05260317,2.37E+14,2.60E+13,5.12E+24,42.64,6992.087891,5.41,711.149,0
4698,12192,7.1,2014.10.26 00:34,1.77E+23,94.377,-0.00211513,15912.16,39.001,13100.229,53.588,-0.00361299,46.577,103.276,0.02170521,2.37E+14,3.59E+13,5.02E+24,41.852,6900.827637,5.3,502.941,0
4698,12192,1,2014.10.26 02:02,1.78E+23,95.462,-0.00249516,16028.9,38.731,13148.165,54.285,-0.00419135,46.425,104.151,0.01047254,2.35E+14,3.46E+13,5.02E+24,41.656,6936.214844,5.369,588.748,0
4698,12192,1.3,2014.10.26 03:41,1.81E+23,95.085,-0.00240096,15705.96,38.129,13339.108,52.832,-0.00411761,45.945,103.631,0.04879177,2.37E+14,4.08E+13,5.05E+24,41.182,6957.290039,5.423,581.643,0
4698,12192,6.7,2014.10.26 10:09,1.83E+23,90.144,-0.0004808,15004.12,35.874,13077.992,50.528,-0.00088624,44.952,99.021,0.07932328,2.33E+14,5.88E+13,5.02E+24,40.032,6883.268066,5.482,121.047,0
4698,12192,20,2014.10.26 14:47,1.84E+23,90.32,-0.00021518,15093.87,35.011,13269.779,50.314,-0.00037829,44.46,99.174,0.07920273,2.29E+14,6.09E+13,4.95E+24,39.563,6823.04834,5.486,53.178,0
4698,12192,1.4,2014.10.26 17:40,1.92E+23,87.756,0.00013125,15091.48,33.938,13770.992,48.775,0.00022943,43.684,96.824,0.02448187,2.32E+14,4.69E+13,5.12E+24,39.052,6773.321289,5.444,33.53,0
4698,12192,3.4,2014.10.27 02:42,1.96E+23,87.25,1.22E-05,14808.11,31.71,14156.545,48.619,2.05E-05,42.405,96.017,-0.03865151,2.33E+14,3.82E+13,4.97E+24,37.76,6494.164551,5.324,3.088,0
4698,12192,6.6,2014.10.27 03:32,1.96E+23,86.765,-0.00054891,14556.5,31.3,13812.041,47.721,-0.00092657,42.078,95.422,-0.01125753,2.28E+14,3.19E+13,4.91E+24,37.303,6506.261719,5.367,139.278,0
4698,12192,1.6,2014.10.27 14:06,1.96E+23,81.728,-0.00087268,13422.11,28.578,13130.025,45.242,-0.00153391,40.676,90.933,-0.02483752,2.12E+14,2.09E+13,4.56E+24,35.157,6125.493164,5.244,223.275,0
4698,12192,1,2014.10.28 08:20,1.96E+23,73.243,0.00013076,13605.06,27.655,11812.092,41.539,0.00022252,40.051,83.029,-0.08218562,1.85E+14,1.04E+13,4.41E+24,33.951,5580.368652,5.233,31.942,0
4698,12192,1.2,2014.10.28 10:01,1.94E+23,70.758,-0.00044847,13112.81,27.507,11537.965,40.534,-0.00079172,40.301,80.945,-0.02353142,1.81E+14,3.04E+12,4.33E+24,33.707,5562.792969,5.218,111.442,0
4698,12192,1.4,2014.10.28 14:33,1.91E+23,69.187,-0.00030745,13464.62,27.645,11476.043,40.534,-0.00053905,40.244,80.285,0.00675982,1.77E+14,4.46E+12,4.32E+24,33.61,5459.979492,5.256,74.303,0
4698,12192,1,2014.10.28 16:20,1.95E+23,68.202,-0.00100311,13631.61,27.795,11638.328,40.329,-0.00171289,39.872,80.565,-0.05309442,1.80E+14,6.66E+12,4.37E+24,33.827,5388.207031,5.229,242.393,0
4698,12192,1.3,2014.10.28 18:50,1.93E+23,65.669,-0.00059989,13420.68,27.896,11364.622,39.187,-0.00106481,40.529,78.264,-0.01514305,1.76E+14,8.14E+12,4.40E+24,33.786,5414.904785,5.218,148.025,0
4781,12205,2.5,2014.11.05 22:16,4.95E+22,85.001,0.0205768,6894.752,19.718,3914.222,46.896,0.04452963,35.953,96.006,-0.08383337,6.41E+13,4.51E+13,6.05E+23,30.696,1308.449585,4.699,1360.23,0
4781,12205,2.7,2014.11.06 02:49,4.83E+22,89.611,0.02347118,7259.672,20.408,4107.798,49.154,0.04980458,36.802,100.907,-0.10943547,6.58E+13,4.91E+13,6.17E+23,31.202,1359.003662,4.812,1501.921,0
4781,12205,1,2014.11.06 10:22,4.39E+22,92.195,0.02754938,7409.801,20.913,3983.368,49.541,0.06211685,37.418,101.679,0.02691982,6.29E+13,5.47E+13,5.93E+23,31.786,1332.505127,4.757,1661.393,0
4781,12205,2.3,2014.11.08 15:32,3.10E+22,109.123,0.02633971,8138.149,34.274,3545.107,62.264,0.07596355,46.479,112.935,0.24706908,6.64E+13,5.91E+13,5.72E+23,39.17,1625.62561,4.746,1394.424,0
4817,12209,3.2,2014.11.14 12:03,1.06E+23,71.603,0.00100349,8342.48,21.112,5204.915,33.14,0.0022743,35.773,79.629,0.01733452,9.40E+13,4.45E+12,1.63E+24,30.67,3197.015137,4.585,147.436,0
4817,12209,5.7,2014.11.15 17:48,1.31E+23,87.787,0.00377932,7686.938,19.481,7714.841,41.123,0.00924983,36.74,92.284,0.06145165,1.53E+14,3.95E+13,2.00E+24,31.089,4466.322266,4.845,740.071,0
4874,12222,1.8,2014.11.30 06:41,3.58E+22,91.695,-0.00428966,16686.35,51.688,2679.638,58.197,-0.00680775,54.929,96.902,0.00500059,5.29E+13,3.45E+12,1.13E+24,48.077,1410.88208,4.771,219.035,0
4874,12222,1.3,2014.12.03 08:10,3.40E+22,95.154,-0.00332363,16285.87,53.721,2856.312,62.127,-0.00587347,56.206,102.119,0.03912684,5.42E+13,6.87E+12,1.10E+24,49.242,1531.882202,4.755,169.236,0
4874,12222,6.1,2014.12.03 18:25,3.53E+22,96.674,-0.00198268,15929.77,50.529,2773.765,60.516,-0.00339363,54.469,103.877,0.09158196,5.31E+13,4.15E+12,1.09E+24,47.81,1526.291992,4.631,101.946,0
4874,12222,1.3,2014.12.03 19:41,3.65E+22,94.35,-0.00102873,14769.73,50.505,2761.178,57.978,-0.00191239,54.221,100.659,0.0809995,5.54E+13,2.32E+12,1.10E+24,47.782,1519.661499,4.679,57.737,0
4874,12222,1.5,2014.12.04 12:25,3.48E+22,94.97,-0.00368436,13975.13,45.752,2496.812,56.16,-0.00688388,52.367,100.449,0.02067768,4.98E+13,2.66E+12,9.73E+23,45.441,1456.366699,4.66,193.163,0
4920,12242,1.6,2014.12.13 19:33,5.56E+22,108.187,0.00520035,4095.947,13.335,3476.876,44.236,0.01653711,33.33,108.702,0.37078378,7.53E+13,2.44E+13,4.85E+23,27.317,3144.025879,4.234,463.632,0
4920,12242,1.5,2014.12.16 01:10,5.94E+22,109.45,0.00999622,9644.059,33.953,5291.7,61.747,0.0250347,47.257,114.592,0.47811294,1.06E+14,4.07E+13,1.22E+24,38.864,4466.143066,5.021,953.659,0
4941,12241,1.4,2014.12.16 19:01,2.73E+22,101.006,0.01008956,10368.85,43.207,2299.756,63.046,0.02258144,51.754,108.985,0.1213378,5.04E+13,1.50E+13,5.88E+23,44.511,1089.984985,4.753,430.875,0
4920,12242,1.3,2014.12.18 09:44,8.77E+22,107.373,0.01024403,10544.42,33.591,7463.121,59.556,0.02457562,45.117,114.061,0.29296654,1.44E+14,6.88E+13,1.88E+24,38.533,4800.830078,5.226,1374.595,0
4920,12242,1.2,2014.12.20 07:32,1.03E+23,95.549,0.00665213,7195.446,25.365,6927.822,46.427,0.01782149,39.641,101.878,0.18677592,1.39E+14,5.70E+13,1.54E+24,33.288,3651.19751,5.126,1071.685,0
4941,12241,1,2014.12.20 12:17,2.69E+22,81.302,0.01578774,15316.14,60.444,2168.919,57.726,0.03255469,60.188,87.11,0.03427478,4.42E+13,3.23E+13,9.06E+23,52.382,1321.939087,4.549,703.281,0
4920,12242,1,2014.12.21 01:49,9.39E+22,92.694,0.00477825,6836.958,22.905,5753.036,44.896,0.01189268,38.333,97.735,-0.01331084,1.20E+14,4.78E+13,1.27E+24,32.552,2994.421875,5.008,668.482,0
4955,12249,2.2,2014.12.26 02:16,1.77E+22,105.788,0.00153641,5437.988,21.788,1161.795,49.646,0.00428312,38.792,108.138,-0.06195044,2.55E+13,4.65E+12,2.05E+23,32.351,715.437256,4.247,43.551,0
5011,12253,1.1,2015.01.02 09:47,4.07E+22,90.915,0.0019623,10836.75,49.211,3195.711,58.086,0.00460726,53.643,97.143,-0.05175582,7.10E+13,1.02E+13,9.62E+23,47.047,1606.590698,4.876,131.097,0
5011,12253,1.3,2015.01.03 15:36,3.59E+22,91.095,0.00483064,13290.08,54.969,3029.516,61.919,0.01111446,57.124,98.565,-0.0089128,6.58E+13,1.75E+13,1.06E+24,49.675,1822.082153,4.974,290.312,0
5026,12257,4.9,2015.01.12 04:58,3.06E+22,81.705,-0.00082344,8586.288,30.438,2018.188,47.531,-0.00178058,42.936,88.873,-0.08798233,3.67E+13,3.74E+12,4.97E+23,36.956,839.099731,4.292,35.885,0
5107,12268,1.1,2015.01.25 16:53,2.98E+22,93.935,0.00144295,9944.769,36.919,1868.783,50.339,0.00318828,46.751,96.542,0.02569826,4.17E+13,3.02E+12,6.05E+23,40.283,1149.066895,4.17,66.136,0
5107,12268,1.4,2015.01.27 04:41,2.84E+22,99.132,-0.0033359,12051.28,45.598,2152.403,62.428,-0.00707785,53.351,102.974,0.38330999,4.55E+13,8.76E+12,7.17E+23,44.313,1496.577515,4.399,149.492,0
5107,12268,2.1,2015.01.28 11:42,2.38E+22,96.81,-0.00656354,12626.73,51.054,1826.831,63.01,-0.01434825,57.284,99.952,0.40490863,4.14E+13,8.24E+12,6.68E+23,47.556,1629.372192,4.392,261.61,0
5107,12268,2,2015.01.29 00:44,2.48E+22,97.754,-0.00668703,13681.9,50.811,2011.612,65.332,-0.01382986,57.672,101.608,0.20933595,4.41E+13,7.99E+12,7.27E+23,47.657,1631.794556,4.304,267.568,0
5107,12268,1.7,2015.01.29 05:36,2.57E+22,96.402,-0.00504311,11940.43,52.087,1959.15,65.433,-0.01184294,58.352,97.973,0.12633081,4.49E+13,5.47E+12,7.05E+23,48.696,1666.764282,4.364,224.106,0
5127,12277,2.4,2015.01.29 12:16,7.09E+22,71.301,0.00226216,6236.896,20.324,3801.507,38.503,0.00508285,36.452,77.776,-0.12867352,6.58E+13,7.93E+12,7.99E+23,29.796,1945.754761,4.656,218.21,0
5127,12277,1.2,2015.02.03 02:15,2.60E+22,123.128,-0.00727057,6682.86,27.175,2199.324,68.062,-0.01852181,44.706,124.703,0.49270073,4.63E+13,1.06E+13,3.57E+23,34.802,2288.352783,4.041,292.459,0
5144,12280,2.4,2015.02.08 23:35,1.79E+22,101.538,0.00280161,9082.224,42.812,1595.974,62.114,0.00714822,51.974,107.209,0.08737171,3.42E+13,5.23E+12,3.67E+23,43.52,864.771606,4.516,85.272,0
5298,12297,4.5,2015.03.08 14:33,3.02E+22,84.622,0.01786164,6506.06,22.752,1875.221,41.578,0.04280549,37.92,90.092,-0.21385798,3.50E+13,3.71E+13,3.76E+23,32.081,886.331177,4.261,776.696,0
5298,12297,2.9,2015.03.10 00:02,2.90E+22,103.502,0.03183938,9633.623,32.582,2773.889,55.249,0.07061788,44.429,110.235,0.10338405,4.77E+13,5.44E+13,5.54E+23,38.704,1154.420898,4.851,1377.881,0
5298,12297,1,2015.03.10 18:51,2.44E+22,109.164,0.04721068,12333.33,35.149,2962.243,62.781,0.09467006,46.495,116.573,0.18455109,4.65E+13,5.62E+13,5.76E+23,39.78,1247.062744,4.914,1660.541,0
5298,12297,3.2,2015.03.11 04:46,2.47E+22,102.452,0.04098912,13567.82,41.421,2933.521,63.165,0.0870783,50.478,113.003,0.18550964,4.93E+13,6.30E+13,6.89E+23,43.473,1308.109863,4.988,1567.916,0
5298,12297,1.6,2015.03.11 11:50,2.37E+22,106.437,0.04613017,15911.99,43.291,3116.846,69.255,0.08805357,51.707,118.725,0.26296473,5.17E+13,5.64E+13,7.37E+23,44.177,1350.246338,4.978,1608.328,0
5298,12297,1.4,2015.03.11 12:14,2.37E+22,105.847,0.04707745,16196.66,44.181,3200.725,69.339,0.08871289,52.075,119.343,0.27048209,5.21E+13,5.65E+13,7.46E+23,44.476,1352.061646,5.005,1632.929,0
5298,12297,4.2,2015.03.11 14:08,2.42E+22,105.124,0.04719947,16511.05,44.186,3361.771,70.186,0.0895184,52.372,117.728,0.27709234,5.44E+13,6.26E+13,7.81E+23,44.754,1382.05249,4.977,1682.142,0
5298,12297,2.7,2015.03.11 21:51,2.54E+22,109.386,0.05830004,18959.68,44.39,3894.999,77.205,0.09833068,52.999,123.545,0.17521118,5.61E+13,6.61E+13,8.98E+23,44.635,1385.953735,5.064,2078.28,0
5298,12297,1.2,2015.03.12 04:01,2.59E+22,110.163,0.0618707,21060.15,47.782,4241.828,79.692,0.09910719,54.518,126.409,0.28344649,5.78E+13,6.70E+13,9.89E+23,46.101,1367.356323,5.102,2188.676,0
5298,12297,1.3,2015.03.13 04:40,2.32E+22,109.689,0.06012075,18239.88,48.519,3571.779,79.114,0.10877275,56.193,120.277,0.23874843,5.19E+13,6.19E+13,8.35E+23,46.996,1389.48938,4.92,2072.963,0
5298,12297,1,2015.03.14 09:40,2.35E+22,112.708,0.04675806,15164.98,42.746,3055.749,74.337,0.08727562,52.717,119.878,0.37501171,4.64E+13,5.25E+13,6.92E+23,43.245,1431.439941,4.852,1606.607,0
5298,12297,1.2,2015.03.14 23:22,2.76E+22,104.879,0.03905259,11981.09,40.855,3397.321,64.984,0.08797835,50.573,111.685,0.35452622,5.72E+13,5.87E+13,7.14E+23,42.532,1412.157959,4.692,1752.563,0
5298,12297,1.6,2015.03.15 10:58,2.77E+22,105.59,0.02851996,11941.94,39.13,2877.018,61.962,0.0617587,48.644,111.511,0.32043982,4.92E+13,3.62E+13,6.70E+23,41.082,1400.352905,4.823,1204.911,0
5415,12320,1.4,2015.04.07 14:43,1.67E+22,113.766,0.00787489,5093.959,23.643,1475.78,61.431,0.02706918,43.104,115.254,0.22044127,3.25E+13,1.20E+13,2.01E+23,33.83,1251.948486,4.156,234.018,0
5446,12322,1,2015.04.20 07:21,8.39E+21,89.632,-0.0105154,2454.757,9.939,436.3,39.498,-0.02947941,30.523,94.18,-0.27653337,8.63E+12,5.84E+12,4.00E+22,24.274,151.323227,3.628,129.055,0
5446,12322,2.2,2015.04.20 11:57,1.23E+22,93.395,-0.01229435,3101.799,13.047,740.589,42.186,-0.02984137,33.333,99.204,-0.05220507,1.31E+13,1.03E+13,7.05E+22,26.019,252.85733,3.72,210.332,0
5447,12325,1.2,2015.04.20 22:01,5.07E+22,96.743,-0.0049745,4092.798,17.343,3003.038,43.537,-0.01637425,36.165,97.627,0.25970742,6.76E+13,1.40E+13,4.59E+23,30.243,2143.303955,4.053,419.843,0
5526,12335,1.3,2015.05.04 14:25,2.65E+22,100.319,0.00538627,7834.177,39.427,2207.644,60.568,0.01429537,49.472,103.763,0.15421073,4.91E+13,8.68E+12,4.63E+23,42.338,1241.187988,4.561,239.63,0
5526,12335,2.6,2015.05.04 17:24,2.52E+22,105.354,0.0058018,8447.712,40.166,2233.84,65.211,0.01411596,49.804,109.442,0.1241921,4.68E+13,9.59E+12,4.51E+23,42.409,1263.797485,4.498,233.215,0
5637,12360,1.3,2015.06.12 07:29,5.70E+22,82.488,0.00128533,3897.788,12.1,2835.275,37.319,0.00383563,31.916,87.984,-0.03162351,5.65E+13,1.70E+12,4.49E+23,26.183,1631.55188,4.462,111.481,0
5692,12371,1,2015.06.19 06:48,5.03E+22,84.406,-0.01005872,18649.46,51.975,3790.262,56.851,-0.01494257,53.73,95.842,-0.13598129,6.70E+13,2.36E+13,1.59E+24,47.933,1852.075806,4.995,644.16,0
5673,12367,3.8,2015.06.20 09:44,4.34E+22,109.424,0.00573801,5334.497,18.022,2990.72,52.363,0.01446581,36.47,114.836,-0.02510257,5.86E+13,2.13E+13,4.43E+23,31.039,1728.649536,4.532,358.677,0
5673,12367,1.1,2015.06.20 18:20,4.86E+22,99.811,0.00432562,4426.653,15.156,2896.809,45.61,0.0119043,34.685,104.311,-0.0543315,5.95E+13,2.04E+13,4.29E+23,29.415,1616.292358,4.443,315.878,0
